filename,runtime_seconds,count
IterationService.cnf,720.113697499,TIMED OUT
test2_quant3.cnf,720.116395303,TIMED OUT
unit11_3_b.cnf,720.070136517,TIMED OUT
cycle_sched_6_6_2.sat.cnf,720.142095560,TIMED OUT
L1-telatko4.cnf,720.211051749,TIMED OUT
Umbrella_tbm_05.tex.module.000039.cnf,720.046636154,TIMED OUT
L1-telatko21.cnf,720.081055607,TIMED OUT
bt2nd-3x6_10.ig.cnf,21.247757894,3941103901731196066850452755238747416
L1-telatko13.cnf,720.111453491,TIMED OUT
NotificationServiceImpl2.cnf,720.137196019,TIMED OUT
ProjectService3.cnf,720.050228696,TIMED OUT
Adder2-8-c.cnf,236.780811793,ERROR_NO_COUNT
cmu.dme2.B-f3.cnf,720.332943439,TIMED OUT
load_2c_comp_comp7_REAL.sat.cnf,720.095220980,TIMED OUT
LoginService.cnf,720.081890660,TIMED OUT
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007.cnf,720.286047091,TIMED OUT
neclaftp4001.cnf,720.107024930,TIMED OUT
kmdf_pcidrv_sys_hw_physet.c.cnf,720.041227736,TIMED OUT
connect-6x6_9_connect3.ig.cnf,24.889840992,10999258211977837174453877484714065920
L3-telatko13.cnf,720.087893925,TIMED OUT
pi-bus-fixpoint-1.cnf,720.314413872,TIMED OUT
ldomino-19-winA-true-after.qcnf.cnf,509.031866374,37.865
test1_quant3.cnf,652.495617573,113.436
C6288.blif_0.10_0.20_0_1_out_exact.cnf,720.029058288,TIMED OUT
bt-2x5_17.ig.cnf,41.287595491,191643344339827136994585252601863183642924213498620712
cycle_sched_4_4_2.sat.cnf,720.262345499,TIMED OUT
Adder2-16-s.cnf,365.016794655,99
network_ndis_rtlnwifi_hw_hw_ccmp.c.cnf,720.008807244,TIMED OUT
gttt_1_1_000111_4x4_torus_w.cnf,720.121969432,TIMED OUT
C6288.blif_0.10_0.20_0_0_inp_exact.cnf,720.065980742,TIMED OUT
Adder2-10-s.cnf,455.765686032,ERROR_NO_COUNT
ldomino-18-winA-true-end.qcnf.cnf,720.290916020,TIMED OUT
bt2nd-3x5_12.ig.cnf,30.028443640,33519403368593719517455779255087025388509014
sc-ungrounded-1x3X3x1_2.cnf,18.920875884,5682498555
bt-3x4_19.ig.cnf,60.963753379,875727038749731840888684991052780518713056222503209928574992
gttt_2_2_000111_4x4_torus_w.cnf,720.164470451,TIMED OUT
gttt_2_1_00102030_4x4_torus_b.cnf,720.163257987,TIMED OUT
gttt_1_1_000111_4x4_torus_b.cnf,720.074206839,TIMED OUT
sc-ungrounded-1x2X2x3_1.cnf,720.015729360,TIMED OUT
L1-telatko20.cnf,720.037725809,TIMED OUT
gttt_2_2_000111_4x4_torus_b.cnf,720.151951419,TIMED OUT
sc-ungrounded-2x1X1x3_1.cnf,720.013954153,TIMED OUT
sc-ungrounded-1x3X3x2_1.cnf,720.018266031,TIMED OUT
eijk.bs1512.S-f4.cnf,720.042089256,TIMED OUT
ldomino-20-winB-false-end.qcnf.cnf,720.424345034,TIMED OUT
Core1108_tbm_21.tex.module.000008.cnf,720.180671472,TIMED OUT
connect-6x6_11_connect4.ig.cnf,42.923171598,87749966113723169219650720076706555704475648
eequery_query42_1344n.cnf,642.741844948,130.469
test5_quant_squaring5.cnf,586.244875526,19.721
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003.cnf,720.064891764,TIMED OUT
arbiter-08-comp-error02-qbf-hardness-depth-9.cnf,720.045166151,TIMED OUT
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003.cnf,720.064324243,TIMED OUT
connect-6x6_3_connect2.ig.cnf,3.849298209,19719931047198720
connect-4x4_9_connect3.ig.cnf,15.628621147,963473782636496301679800950784
hein_17_6x6-09.pg.cnf,6.655888066,2809195200
sc-ungrounded-2x1X1x2_2.cnf,199.980119765,488393823963780
connect-5x5_11_connect4.ig.cnf,42.074670452,59344197247459114624351401170546595630702592
connect-4x4_15_connect4.ig.cnf,38.467548725,124304989388368290236533517178520600617612881920
gttt_1_1_00101121_4x4_torus_w.cnf,720.093612363,TIMED OUT
stmt23_66_96.cnf,109.572249259,101707924441552788261071395448343448529169443185721804379171511453056468156154150787163357314198971542312259382503514466954409895179364635509757338906481327638682281252246414577440613417920715421341681179331716467462542400152720654729216
sortnetsort10.v.stepl.005.cnf,162.791177184,36924129262971323390839855104769422780168736050929000983914150413967663226866904156032833818166991557335048578774
arbiter-06-comp-error01-qbf-hardness-depth-15.cnf,720.109279950,TIMED OUT
stmt17_82_98.cnf,112.662468636,2435874549740600964788258511165762115792443528969265290197599298374942672230692589381863823237988711861661151396602355197737446428138930015310722006286569673322372513997933789749252575295660532425619196059522689648020923077405784210580466144396491503576593714898964483311415338266991263744
texas.PI_main^05.E-f3.cnf,181.940877948,43663880071596323897344
add7_REDUCED.cnf,720.076071549,TIMED OUT
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003.cnf,720.025166390,TIMED OUT
k_ph_p-11.cnf,302.349883867,84737
L2-telatko30.cnf,720.105907304,TIMED OUT
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003.cnf,720.014726182,TIMED OUT
hein_08_5x5-09.pg.cnf,7.509682602,3861348120
hein_07_4x4-07.pg.cnf,2.370426684,1937880
incrementer-enc09-uniform-depth-17.cnf,34.023860047,ERROR_NO_COUNT
incrementer-enc08-uniform-depth-33.cnf,308.710617486,ERROR_NO_COUNT
nusmv.reactor^3.C-d4.cnf,3.917650432,497323236409786642155382248146820840100456150797347717440463976893159497012533375533056
amba4b9y.unsat.cnf,720.374256339,TIMED OUT
stmt41_160_235.cnf,720.172089527,TIMED OUT
stmt2_976_999.cnf,40.719789517,ERROR_NO_COUNT
L2-telatko1.cnf,720.066656558,TIMED OUT
sortnetsort10.AE.stepl.006.cnf,720.006693327,TIMED OUT
sortnetsort9.AE.stepl.008.cnf,720.031589649,TIMED OUT
5-5-4-4-3-70-EuAd.cnf,547.346738889,19.116
k_branch_n-12.cnf,720.269229123,TIMED OUT
5-5-6-4-3-9-EuAd.cnf,573.656426597,44.578
ldomino-15-winB-true-end.qcnf.cnf,589.259641441,14.763
ldomino-17-winB-false-after.qcnf.cnf,569.424353390,25.886
test2_quant_squaring2.cnf,720.144355605,TIMED OUT
sortnetsort9.AE.stepl.007.cnf,720.014374978,TIMED OUT
5-5-6-3-3-81-EdAu.cnf,634.960778264,45.686
ConcreteActivityService.cnf,720.110772905,TIMED OUT
hein_20_6x6-11.pg.cnf,65.217797725,15696332870400
sortnetsort9.AE.stepl.009.cnf,720.014011320,TIMED OUT
bt-2x4_13.ig.cnf,19.784661122,2430211036401611314944907359398835912
5-5-3-4-3-49-EdAd.cnf,662.075248239,10.773
ldomino-16-winB-false-end.qcnf.cnf,403.381448486,17.486
5-5-3-6-3-28-EdAd.cnf,720.337785552,TIMED OUT
5-5-4-4-3-15-EuAu.cnf,720.398257706,TIMED OUT
ldomino-18-winB-false-end.qcnf.cnf,720.217478088,TIMED OUT
mult_bool_matrix_10_9_11.unsat.cnf,720.046948806,TIMED OUT
L2-telatko16.cnf,720.185620755,TIMED OUT
alkene_problem01_length_2.cnf,720.220852998,TIMED OUT
ldomino-23-winA-true-end.qcnf.cnf,720.285592754,TIMED OUT
k_branch_n-11.cnf,720.221631213,TIMED OUT
stmt19_83_412.cnf,720.210578148,TIMED OUT
sat18_problem10_length_2.cnf,720.172132119,TIMED OUT
hein_17_6x6-13.pg.cnf,720.239524770,TIMED OUT
sortnetsort10.AE.stepl.008.cnf,720.014871108,TIMED OUT
L3-telatko4.cnf,720.033363314,TIMED OUT
C5315.blif_0.10_0.20_0_0_out_exact.cnf,720.169375620,TIMED OUT
reachqu_query71_1344.cnf,720.200798625,TIMED OUT
sat18_problem15_length_3.cnf,720.375477007,TIMED OUT
usb-phy-fixpoint-3.cnf,720.223889580,TIMED OUT
stmt19_313_412.cnf,720.070652695,TIMED OUT
k_branch_n-17.cnf,720.275497320,TIMED OUT
mitexams_problem10_length_3.cnf,720.156107649,TIMED OUT
stmt52_295_394.cnf,720.091644547,TIMED OUT
L2-telatko2.cnf,720.028763903,TIMED OUT
intermediate128.cnf,30.978017659,26268004130929652808186026733429075870284743692118263502812670906181190330037786855362844672359883345481957074010112
sat18_problem12_length_2.cnf,720.175033749,TIMED OUT
sat18_problem11_length_2.cnf,720.152595339,TIMED OUT
genbuf10b4n.unsat.cnf,700.992501865,ERROR_NO_COUNT
opt18_problem16_length_2.cnf,720.095489115,TIMED OUT
sdlx-fixpoint-8.cnf,720.170310868,TIMED OUT
5-5-5-4-3-63-EdAu.cnf,627.316609856,28.505
unit12_2_b.cnf,720.046018288,TIMED OUT
gttt_2_1_001020_4x4_torus_w.cnf,720.145761479,TIMED OUT
sc-ungrounded-1x2X2x2_2.cnf,159.514937724,488393823963780
cycle_sched_6_7_1.sat.cnf,720.105686118,TIMED OUT
k_branch_p-14.cnf,720.149407269,TIMED OUT
ProcessBean.cnf,720.042108730,TIMED OUT
stmt17_86_98.cnf,57.996178404,1307750189515172397626899779500710013471661058062897218420798926706189481759474521717292064619074642049882470028382649471767978181605429486127801955846867342628146063624953916058180551174128218848658904116367089004184690060487703121797858939398298464333808933574017198706338530267918664005192777728
ldomino-21-winB-true-after.qcnf.cnf,609.700938348,55.142
C6288.blif_0.10_0.20_0_0_out_exact.cnf,720.033749456,TIMED OUT
test2_quant_squaring3.cnf,720.335742412,TIMED OUT
alkene_problem13_length_2.cnf,361.331679890,5574362356978734723701723300186
ken.flash^08.C-d4.cnf,720.275024284,TIMED OUT
L2-telatko9.cnf,720.362510010,TIMED OUT
hein_10_5x5-13.pg.cnf,720.305365670,TIMED OUT
filesys_smbmrx_midatlas.c.cnf,720.052597786,TIMED OUT
cache-coherence-3-fixpoint-3.cnf,720.213725207,TIMED OUT
adder-10-sat.cnf,532.448664290,ERROR_NO_COUNT
ntrivil_query71_1344n.cnf,623.996768780,303.293
ldomino-15-winA-false-after.qcnf.cnf,553.558108513,24.439
test4_quant4.cnf,720.381189754,TIMED OUT
ldomino-15-winB-true-after.qcnf.cnf,592.675604166,15.200
audio_ddksynth_csynth2.cpp.cnf,720.019940150,TIMED OUT
C6288.blif_0.10_1.00_0_0_inp_exact.cnf,720.003802375,TIMED OUT
nreachq_query54_1344n.cnf,720.172189659,TIMED OUT
L3-telatko32.cnf,720.189441919,TIMED OUT
gttt_2_1_00011020_4x4_b.cnf,720.183855928,TIMED OUT
L1-telatko7.cnf,720.188347994,TIMED OUT
gttt_2_2_000111_4x4_w.cnf,720.123251807,TIMED OUT
Core1108_tbm_21.tex.module.000030.cnf,720.174261338,TIMED OUT
L1-telatko23.cnf,720.070703048,TIMED OUT
texas.PI_main^08.E-f3.cnf,92.671261014,8734072726750644087554048
neclaftp2002.cnf,720.249485803,TIMED OUT
hein_05_6x6-13.pg.cnf,720.190994967,TIMED OUT
test5_quant7.cnf,720.377560336,TIMED OUT
mitexams_problem20_length_2.cnf,720.140346114,TIMED OUT
C6288.blif_0.10_0.20_0_1_inp_exact.cnf,720.055383352,TIMED OUT
stmt29_226_376.cnf,720.146130986,TIMED OUT
gttt_2_2_000111_4x4_b.cnf,720.074767995,TIMED OUT
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001.cnf,720.007650408,TIMED OUT
hein_15_5x5-13.pg.cnf,720.238663567,TIMED OUT
usb-phy-fixpoint-5.cnf,720.031097722,TIMED OUT
cmu.dme1.B-f3.cnf,683.300822956,41.977
5-5-5-6-3-88-EdAd.cnf,611.953617477,28.069
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001.cnf,720.061485019,TIMED OUT
b22_PR_9_90.cnf,720.008034626,TIMED OUT
genbuf9b4n.unsat.cnf,613.336132705,ERROR_NO_COUNT
ldomino-25-winA-false-after.qcnf.cnf,639.951875427,122.884
5-5-5-4-3-77-EdAd.cnf,715.724693774,30.006
5-5-4-6-3-13-EuAd.cnf,720.308659463,TIMED OUT
arbiter-06-comp-error01-qbf-hardness-depth-11.cnf,720.029463908,TIMED OUT
opt18_problem05_length_2.cnf,720.264877144,TIMED OUT
L3-telatko19.cnf,720.055580529,TIMED OUT
ldomino-16-winA-true-after.qcnf.cnf,645.770789437,24.710
Adder2-16-c.cnf,329.013129443,99
mitexams_problem02_length_3.cnf,720.197133612,TIMED OUT
5-5-6-5-3-90-EuAd.cnf,573.578707528,40.103
nreachq_query71_1344.cnf,720.171505378,TIMED OUT
unit6_3_b.cnf,720.016340594,TIMED OUT
5-5-5-5-3-53-EuAu.cnf,499.142054327,26.199
ldomino-22-winB-false-end.qcnf.cnf,684.537996964,86.953
ldomino-17-winA-true-after.qcnf.cnf,667.091714954,30.413
sat18_problem07_length_3.cnf,720.129365121,TIMED OUT
arbiter-05-comp-error01-qbf-hardness-depth-8.cnf,720.268809906,TIMED OUT
arbiter-09-comp-error01-qbf-hardness-depth-15.cnf,720.009075252,TIMED OUT
ldomino-24-winA-true-after.qcnf.cnf,720.285870440,TIMED OUT
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001.cnf,720.009288313,TIMED OUT
5-5-4-4-3-2-EdAu.cnf,520.199843903,19.644
cmu.gigamax.B-d4.cnf,720.224810328,TIMED OUT
s820_d10_s.cnf,720.004477337,TIMED OUT
L1-telatko0.cnf,720.116918841,TIMED OUT
5-5-6-6-3-17-EuAu.cnf,720.351344909,TIMED OUT
sortnetsort9.AE.stepl.012.cnf,720.016199991,TIMED OUT
b22_C_2_12.cnf,720.042816318,TIMED OUT
query71_query36_1344n.cnf,720.325455428,TIMED OUT
ldomino-18-winB-false-after.qcnf.cnf,720.238011329,TIMED OUT
mult_bool_matrix_dyn_9_5.sat.cnf,492.167791063,77.097
5-5-5-9-3-79-EuAu.cnf,583.936016810,26.329
p20-1.pddl_planlen=48.cnf,499.870225709,ERROR_NO_COUNT
ldomino-24-winB-false-after.qcnf.cnf,720.330528390,TIMED OUT
hein_18_7x7-13.pg.cnf,720.092179670,TIMED OUT
eequery_query42_1344.cnf,648.337852564,117.767
ldomino-20-winA-true-after.qcnf.cnf,720.233774322,TIMED OUT
sat18_problem03_length_3.cnf,720.211891787,TIMED OUT
query71_query31_1344n.cnf,720.218505034,TIMED OUT
